7,너 지금 이 순간 후회할지도 몰라
8,나는 매년 여름이면 개봉하는 한국공포영화와 이 영화를 비교한다 아직 나오질 않았다
8,공포영화지만 여느 영화와는 다른 공포영화
10,아 진짜최고ㅠㅠㅠㅠㅠㅠ이제보다니
10,12세???라고?? 말도안되 ㅋㅋ
6,"무서운 영화 찾는 사람들에겐 비추.. 공포영화라 하기에 , 무서움을 주는 요소가 굉장히 부족... 순간 놀라게 하는 포인트가 없다고 할 수 있을 정도로 약함. 미스테리한 분위기를 연출하려고 노력은 했으나 , 그게 오..."
9,진짜 무섭다. 이런 영화도 있었다.
10,영상 음악 연출 다 좋았다. 스토리도 물론.... 마지막  대사인 '너 지금 이순간 후회할거야' 라는 대사가 이렇게 가슴 시리게 와닿을줄은 몰랐다. 지금 다시 보는 순간 우리나라 공포영화는 장화홍련 이전과 이후로 나...
6,스토리는 좋았는데...이게 무섭다고??
10,우리나라 공포영화(단순 공포영화라고 하기엔 너무도 슬프지만..ㅠ)중 단연 최고의 작품이 아닌가 싶다. 스토리.. 배우들의 연기... 영상미와 묘한 분위기... 정말 수작 중에 수작이다. 8점대의 평점이기엔 영화가 아...
9,국내 공포영화중 최고.
10,ㅠㅠ
9,이 영화는 해외에서도 유명한 작품이다.
10,"스토리를 풀어가는 방식도, 영상미도, 배경음악도, 배우들의 연기도 모두최고"
10,정말 음향효과 내용등으로도 사랑받고있는데 너무 좋네요....
10,국산 공포영화 가운데 최정상급
5,난 뭐...그렇게 대단한 영화인거 같지는 않는데 말이야...결말 예측도 가능하고...
9,마지막 임수정이 집을 나설때 뇌리를 스치는 OST제목 소름
10,이건 정말 대박임
10,100000000점 만점에 100000000000000점. 깊은 공포 맑게 쏟아져 내리는 한의 정서.
10,최고다..
9,반전이 압권 징그럽긴했지만 여름에 보기 좋을듯!!
10,"보고 나면, 이해하고 나면 잊혀지지 않는 영화. 색채도 ost도 이보다 더 좋을 수 없다."
10,내가 제일 좋아하는 공포영화♥
10,한국전래 동화 '장화 홍련'스토리보다  무서워요~
10,슬프네여 재밌음ㅋㅋ
9,김지운은 천재다. 다시 한번 공포영화를 만든다면...
10,보고나면 기분이 묘해져..
10,어쩌면 이 영화는 공포영화가 아닐지 모른다..너무나도 슬픈 영화..
10,우와...정말 최고네요 임수정씨가 가위눌리는 장면...정말 소름돋았어요
10,한국최고의공포영화라고 자부할만큼 좋은영화
10,아름다운 영화 보고 또 봐도 새로운 면모가 보여요 이병우씨 대박
10,색채와 ost가 아름다워서 잊혀지지 않는영화!
9,첨에 무서워서 제대로 못봤기도 하고 이해도 안됬었는데 알고보니 소름.. 최고다b
9,한국 최고의 미스터리 반전영화 스릴러장르를 제외하면 공포 스릴러로 이만한게 없다
10,"내용, 짜임, ost 조으다 조으다"
10,이 영화는 ost가 몸에 전율을 일으켰다
10,공포영화였지만 무섭다기보단 슬픈 영화였다. ost는 그 어떤 영화보다 최고
7,"영화의 만듦새는 좋았으나, 그것에 비해 드라마의 기피는 떨어짐"
9,9년전 중학교때 처음보자마자 반해버린영화. 이런 한국영화가 또 나올 수 있을까ㅜㅜ 넘좋아
9,수작입니다
10,ㅜㅡ 몇번을 봐도 재밋당
7,아름답고 슬프다
9,"음산한 분위기, 아찔한 반전. 이 영화가 한국 공포영화를 한단계 높인건 확실하다."
10,다른 공포영화와 다르게 더운 여름보다는 쌀쌀한 가을에 보면 더 좋을.. 그런영화
10,마지막에 보는 사람마저 가슴 미어지게하는 영화.
10,다시 봤는데 와우 대박반전인거 같아요;정말 감독님이 대단하신거 같아요!!
10,"잘만든 김지운표 스릴러, 왜 명품감독인지알수있다, 씬 하나하나 모두 치밀하다"
9,영화 해석을 읽어보니 안타깝다 .... 영상미 ost 연기 효과음의 조화가 잘 어우러짐
10,아름다운영화
8,4학년때 5학년이라 우기고 빌려봤던 영화...그땐 이해못했지만 이젠 내용 이해가되네
9,공포라기 보단 슬픈영화
10,볼때마다 울컥하고 눈물나는 영화
6,좋은작품이지만 내 코드와는 괴리가 있다.ㅋㅋ
9,간만에 잘 만든 작품 봤음..
10,이건 그냥 공포물이아니였어 스토리가 너무 슬펐지..
10,학교서 봤는데 공포보구 이렇게 좋은적 처음ㅎ
10,저기 평점에 스포좀 적지마요.
10,공포영화 보고 이렇게 가슴이 먹먹해진 적은 처음이네.. 수미가 넘 불쌍해
10,임수정이 삼중인격인거 알고 뒤로 넘어갓어여 ㅠㅠ 반전대박
7,스타일리쉬
6,보고남은건 젖살덜빠진 문근영과 임수정 ost
9,미치도록 긴장된다.
5,지루했으나 좋은영화인건암 내가 보는눈이 부족함 ost는 최고
7,밑에 스포써논 멍청한놈은 머냐
10,재밌다
10,난 이 영화를 왜 이제야 봤을까...정말 잘 만든 영화네요.
10,2003년 작 치고는 긴장감도 있고 스트리도 있고 반전도 있었다..문근영이 나오니 더욱
8,영화자체는긴장은있지만무섭진않다.좀더쉽게만들수있었을텐데.장면맞추면서봐야하니
5,스토리 전체는 그럭저럭 좋았는데 뭔가 아쉬움이; 근데 영화 맨처음에는 잘뻔했어욬ㅋ
10,괜찮았고 마지막에선 좀 울었음
10,다시 봐도 최고의 영화
10,한국 공포영화의 새로운 가능성을 보여준 영화
9,다~~~~좋은데 ㅋㅋ 약간 이해가 안가게 꼬았다는게..ㅋㅋ뭐 그게 매력이지만ㅇ
8,염정아연기쩔어ㅋㅋ스릴도있고반전도괜찮았음ㅋㅋ한국공포영화중에제일나음
10,분명 공포영화인데 난 왜 울면서 봤을까
10,내가 제일 좋아하는 한국영화 단순한 공포를 뛰어넘는 정말 슬프고 아름다운영화
9,이런 공포영화가 우리나라에 없는건 못 만들어서야... 그걸 김지운은 만든거고
9,마지막 휘몰아치는 비극... 그리고 흘러나오는 음악... 소름 돋았다
10,최고의 한국 공포영화
10,명불허전의 수작이로다
10,내가 본 공포영화중 최고의 작품성을 가진 공포영화
8,어쩌면 너무도 슬픈영화
8,고딩때영화관에서봤습죠 영상미참좋아요 이영화이후론 제대로된공포영화가안나와아쉽네요
10,너무 재밌고 무서운 영화.공포영화가 이정도면 대단하다고 생각한다.
8,안무섭다고쳐도 분위기자체가무서운분위기라 보면서긴장한장면 많이있었습니다
8,너무나도 완벽했지만 스토리전개에서 조금지루해서 8점드려요
10,염정아:(임수정의 팔목을 잡으면서)너 지금 이순간 후회 할지도 몰라
6,임수정 좋아하는데 이건아니다..공포스럽지 않은 공포영화 불신지옥이 젤무섭국산공포
8,달콤한 인생보다는 아쉽다 하지만 연출은 이렇게 하는거야를 보여준다
10,와 진짜 잘만들었다
10,보면볼수록 정말 슬픈 영화
10,대박
10,너무 잘만든영화/ 아직까지도 국내에서 이보다 나은 공포물이 없다는게 아쉽다는.. \
10,와.. 공포영화 처음 10점 준다. 웬만하면 놀라지도 않는데.. 한국 영화인게자랑스러움
10,처음보면 무섭고 두번보면 슬프고 세번보면 소름돋는 영화
9,짱무서움 반전개쩜
9,아... 왜 돌이킬 수 없는 걸음 인지 알겠다 ㅠㅠ
10,한국 공포 영화중에는 단연코 최고다
9,진짜무서운데마지막이좀........
8,역시 한국영화중 최고의 호러물
9,과연 우리나라에서 이영화를 뛰어넘는 공포영화가 나올수 있을까?
10,아름다운 공포영화! 영화란 이런거지!
9,8년전에 봤지만ㅠㅠ엄청 무서웠던기억이ㅋㅋㅋㅋㅋㅋㅋ
10,미장센효과가 진짜 탁월한 영화! 내용 구성도 너무 좋다><알고보면 더 재밌음!
10,"서른번은넘게본영화
봐도봐도질리지가않는다"
8,임수정의 뛰어난 연기력!
7,미적지근한 결말과 스토리... 영상미와 훌륭한 배경음악이 살린듯
10,굿
10,슬프고도 아름다운 내 인생 최고의 공포영화
10,"미장센과 뛰어난 영상미, 그리고 반전을 의미하는 소품들. 알 수록 빠져드는 영화."
10,한국 공포영화중 정말 최고의 영화이다.
10,2003년 작인데 아직도 국내에서 이만한 공포 영화는 못 봄
9,국내 공포영화중 단연최고 ㅎ
10,소름돋는 공포와 스토리 묘한 배경 음악 연기자들 어느것하나 빠지는 게 없는 차원다른 공포영화.
9,2011年 5月4日/ 상처받아 살아가는것의 고통이란 이런 것이다
10,아름답다는말이 이영화에 걸맞는 표현인것같다..
10,장화홍련을 넘는 국내 공포영화가 아직까지도 없다는데 슬플따름...
9,볼때는 몰랐는데..다 보고나서 줄거리 확인후 몇시간 지나니 너무 무섭네..
8,"임수정, 문근영, 여주인공들이 매력적"
8,몇몇 장면은 확실히 무섭다
8,한국 영화중 가장 완성도가 높은 영화. 다만 공포적인면은 조금 아쉬움
10,김지운감독!
10,연기력이다들 최고입이다!!
10,스타일리쉬하면서 을씨년스러웠다.
10,그냥 무섭다는 말로는 부족하다 공포심을 끝까지 끌어올리는 영화
8,눈을 가리고 귀를 막고싶게 만드는 공포
8,공포영화의표본일세
9,뻔한 영화일 뻔햇으나 그렇지 않았다
10,또봅니다.
10,다시봐도 안타깝고 슬픈영화
5,뭔가 어설픈..
10,정말 괜찮았던 영화... 씁쓸한 맛 나는 공포영화
10,아빠가 김갑수였구나.잊어버리고 있었네.;역시..훌륭한 작품엔 갑수님이 계시는군.ㅋ
10,"한국공포영화는 장화, 홍련 이전과 이후로 나뉜다."
8,이정도면 공표영화치곤 합격점이다.
10,약7년이 지난 지금봐도 최고인 영화
10,내생애 최고 영화.
9,걸작 공포의 진수를 보다
8,멋진 OST와 영상미
10,마지막 반전 최고 ㅠㅜㅠㅜ
8,음산한 분위기가 너무좋았다. 이거 재밌게 본사람들에겐 기담추천.
9,무섭고 재미난 공포영화. 몇번봐도 질리지않는다!!
7,스타일리쉬하다
10,무섭다기보다는 슬픈영화
10,"무섭지않다, 하지만 생각하면무섭다"
10,진짜 무섭다기보다는 심오하고 아름답달까
10,슬프다 두번은 봐야 이해가되는 최고
10,내 인생 최고의 영화
10,ㅇ ~~~~~~~~~~~~무섭기는해도보다보면재밋음ㅋ
10,"최고의 영상미와 음악, 그리고 씁쓸한 결말이 최고!(문근영, 임수정의 앳된모습은 덤)"
5,음악빼고는..너무 뻔한 복선 아닐까..보면서..하나하나 맞춰 가는 내가 무섭다..-_-;
7,꽤 괜찮은 영화..섬뜩하다는 공포가 뭔지알려준영화
8,아쉬움이 많이 남는다. 조금 더 다듬어졌으면 한다.
9,"꼭 피와 살이 튀어야 잔인하고 무서운게 아니다,,"
10,김지운 거품시절 만든 대한민국 최고 공포영화
10,요런게 진정한 공포 영화! 꺽기 귀신만 없었어도 ㅎㅎㅎ
10,한국공포의 맛!
8,"기억에 남는건 씽크대귀신, 볼만한 공포영화"
10,검은집 보기 전까지는 제일 무서웠던 영화
10,임수정과 문근영이 므흣하다
10,미장센 색채감 영상미 스토리 연기력 모두 한국영화 최고수준이다
10,이런공포영화 더이상 못나오는건가ㅠㅠ 한마디로 완벽
10,김지운의 최고의 작품. 내생에 최고의 영화. 최고의 영화음악
10,잔혹한 영상들로만 짜깁기한 쓰레기 호러들과는 급이 다른 영화
10,정말 최고의 공포영화.
9,한국 공포 영화계에 큰 빛이 되어준 영화
10,"완,벽"
10,정말 최고다....
10,최고의 영화
10,"캐스팅 백점 분위기 천점 스토리 만점, 별은 백만개"
7,"음악, 영상, 각본 3콤보 작렬!!"
10,굳
10,최고
10,한국공포의 한 획을 그은 작품. 여러번 봤지만 질리지 않는다. 염정아연기는 대박.
10,난 이거 굉장히 좋아하는데?
10,볼때마다 볼수록 새로운영화
10,세번을 봤지만 대단한 영화란 생각이 든다.
10,이런 수작에 아직 평점을 안올렸다니 ....
9,한국 최고의 공포영화라고 할 수 있다. 당시에극장서 봤는데 짱이었어ㅋ반전도끝내줘
7,아빠 역의 김갑수는 묘한 연기 매력이 있다.
10,마지막장면 돌이킬수없는걸음의 노래가 나오면서 한사람의 자책감을 나타낸다
10,"재미없다는 사람들 영화 제대로 보시길. 장면,대사,소품하나까지도 의미가있으니..."
10,7년전 영화라고 믿기지 않을정도로 뛰어난 작품이다.
10,만점!!!!!!!!!!!!!!!!!!!!!1
5,"화면이 예쁘긴 했는데 별로 안무섭고, 반전이해안되고,사다코따라하고"
10,근영이 ㅎㅎ
4,확 와닿는 화면이였지만 구성은 어디서 본듯했고 반전은 지루했다. 예지력상승.
10,공포에 아름다움을 앵두처럼 빨갛게 물들이는 영화
7,사또 대신 홍련이다
10,"공포지만, 공포이기만 하지는 않은 꼭 한 번 봐야할 영화"
10,분위기가 최고
9,슬프고도 아름다운 공포
10,아름다운 공포영화!
10,무섭고 작품성뛰어난 공포영화 분위기자체도 좋았어요 이런작품 또나올수있을지
10,가장 좋아하는 공포영화..공포영화를 잘안보는데도 인상깊었습니다^^
10,지금까지 본 공포영화중 최고였다고 생각합니다
10,아름답고 슬픈 공포영화..
8,한국영화 최고의 공포 영화
8,한국적인 정서의 심리공포와 빼어난 영상의 수작 스릴러물!
10,남자라면 꼭 봐야할 영화. 가족과 여자에 대한 교훈이 담겨 있는 영화.
10,아름다우면서 슬픈 공포영화..
10,"ost가 정말 마음에 들었고요, 아름다운 배우"
10,언제봐도 새로운영화...정말 좋았어요.수정언니너무예뻤고 특히 근영언니완전귀여움ㅎ
10,몇번을 봐도 재밋당 ㅋ
6,배우는 에뻤는데 별로였다;;
10,오랜만에 꺼내들어도 그 빛이 바래지 않는 영화
10,정말 최고의 영화였음
10,최....최고......최고최고.........그나저나문근영너무귀엽네요
